Cichy Kącik,50.0629860,19.9033929,2423298435,3185268
Reymana NŻ,50.0614161,19.9105080,632417956,3185268
Park Jordana NŻ,50.0603244,19.9175742,2028510897,3185268
Oleandry,50.0598957,19.9203492,1316407567,3185268
Cracovia,50.0593560,19.9242497,1316407578,3185268
Uniwersytet Jagielloński,50.0603624,19.9315363,2419821167,3185268
Filharmonia,50.0591774,19.9330989,2419367401,3185268
Plac Wszystkich Świętych,50.0591156,19.9376313,2419768564,3185268
Poczta Główna,50.0593419,19.9418181,2419768566,3185268
Dworzec Główny,50.0641923,19.9449845,2420216111,3185268
Lubicz,50.0650488,19.9511035,2420200261,3185268
Rondo Mogilskie,50.0649129,19.9592821,1887802513,3185268
Rondo Grzegórzeckie,50.0569182,19.9589469,2424076383,3185268
Zabłocie,50.0496962,19.9651699,2431520663,3185268
Klimeckiego,50.0489814,19.9675718,2431520653,3185268
Kuklińskiego,50.0445695,19.9735435,1418995562,3185268
Gromadzka,50.0406188,19.9781288,2255627362,3185268
Lipska,50.0406485,19.9843731,1611745640,3185268
Rzebika,50.0404471,19.9925008,1611745699,3185268
Mały Płaszów,50.0401884,20.0006204,2431520659,3185268
