Os. Piastów,50.1019904,20.0120407,213646624,3171708
Piasta Kołodzieja,50.0986111,20.0130660,2427215149,3171708
Kleeberga,50.0957644,20.0126404,2427200899,3171708
Dunikowskiego,50.0925510,20.0154578,1770978367,3171708
DH Wanda,50.0845193,20.0204631,1770978365,3171708
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0790506,20.0264899,213585881,3171708
Bieńczycka,50.0760748,20.0211983,2426068336,3171708
Czyżyny,50.0740361,20.0112874,2163355803,3171708
Stella-Sawickiego,50.0743017,20.0046383,213585922,3171708
AWF,50.0740353,19.9994566,213585931,3171708
TAURON Arena Kraków Wieczysta,50.0710634,19.9828213,639603980,3171708
Lubicz,50.0651820,19.9522470,2420200262,3171708
Dworzec Główny,50.0646175,19.9456263,2420200260,3171708
Stary Kleparz,50.0662984,19.9396881,2420153432,3171708
Teatr Bagatela,50.0638069,19.9333775,470643346,3171708
Batorego,50.0666264,19.9293711,2419959763,3171708
Plac Inwalidów,50.0688451,19.9268115,2419959766,3171708
Urzędnicza,50.0717719,19.9200252,2419986545,3171708
Biprostal,50.0728622,19.9160555,2419986538,3171708
Uniwersytet Pedagogiczny,50.0741270,19.9107700,2419986543,3171708
Głowackiego,50.0762075,19.9050654,2427938063,3171708
Bronowice,50.0777847,19.9007259,2419959765,3171708
Wesele,50.0788496,19.8978548,2419959774,3171708
Balicka Wiadukt,50.0813371,19.8896830,2419986537,3171708
Bronowice Małe,50.0820435,19.8830987,2419986541,3171708
Cystersów,50.0665330,19.9690368,1768224656,3171708
Muzeum Lotnictwa,50.0735458,19.9904348,4068126775,3171708
Rondo Czyżyńskie,50.0735726,20.0160868,3629965035,3171708
Rondo Mogilskie,50.0657692,19.9596415,1995730500,3171708
Rondo Hipokratesa,50.0900896,20.0213666,1770978364,3171708
Białucha,50.0676305,19.9772962,1768224703,3171708
