Czerwone Maki P+R,50.0179916,19.8890939,2017955951,3153809
Kobierzyńska,50.0346305,19.9259736,2052183690,3153809
Słomiana,50.0408242,19.9245391,2052183691,3153809
Kapelanka,50.0450740,19.9220191,2052183688,3153809
Szwedzka,50.0467789,19.9255938,2418596863,3153809
Centrum Kongresowe ICE,50.0485659,19.9310383,630945148,3153809
Orzeszkowej,50.0505021,19.9379944,630945156,3153809
Stradom,50.0514795,19.9413350,2419768568,3153809
Starowiślna,50.0573091,19.9445456,2423003235,3153809
Poczta Główna,50.0592284,19.9425326,2424015724,3153809
Dworzec Główny,50.0641923,19.9449845,2420216111,3153809
Lubicz,50.0650488,19.9511035,2420200261,3153809
Rondo Mogilskie,50.0649129,19.9592821,1887802513,3153809
Rondo Grzegórzeckie,50.0578951,19.9602845,2424076384,3153809
Teatr Variété,50.0588582,19.9625285,2426058893,3153809
Francesco Nullo,50.0600009,19.9667934,2426058892,3153809
Fabryczna,50.0604439,19.9701588,1764579350,3153809
Ofiar Dąbia,50.0595975,19.9762903,2426058898,3153809
Dąbie,50.0607241,19.9791852,2426058890,3153809
Plaza,50.0630267,19.9839955,2426058894,3153809
M1 Al. Pokoju,50.0656706,19.9974971,2426058897,3153809
Rondo 308. Dywizjonu,50.0673624,20.0053794,1811875207,3153809
Centralna,50.0692000,20.0121912,2426068337,3153809
Os. Kolorowe,50.0721988,20.0298155,2163355807,3153809
TAURON Arena Kraków Al. Pokoju n/ż,50.0641881,19.9889774,3623688656,3153809
Plac Centralny im. R. Reagana,50.0717103,20.0354966,321437391,3153809
Rondo Czyżyńskie,50.0732981,20.0188579,3629965036,3153809
Chmieleniec,50.0207618,19.8980390,2017952988,3153809
Kampus UJ,50.0247654,19.9020484,2420979795,3153809
Ruczaj,50.0272566,19.9060382,2421242341,3153809
Norymberska,50.0301448,19.9131498,2418723932,3153809
Grota-Roweckiego,50.0316083,19.9211317,2846212107,3153809
Lipińskiego,50.0307287,19.9249910,2421317346,3153809
