Kurdwanów,50.0135508,19.9505101,2424655421,175220
Witosa,50.0124344,19.9557877,2424655425,175220
Nowosądecka,50.0134611,19.9647632,2424534762,175220
Piaski Nowe,50.0154486,19.9715955,2134334914,175220
Dauna,50.0184095,19.9775790,2134334913,175220
Bieżanowska,50.0236224,19.9794443,2421888488,175220
Kabel,50.0266706,19.9771807,622594619,175220
Korona,50.0440512,19.9475031,2067123479,175220
Plac Wolnica,50.0480521,19.9434635,2419768563,175220
Limanowskiego,50.0449752,19.9559492,602156574,175220
Powstańców Wielkopolskich,50.0418356,19.9614158,288916414,175220
Cmentarz Podgórski,50.0386872,19.9649053,622594630,175220
Dworcowa,50.0326846,19.9710558,3204607912,175220
Stradom,50.0508567,19.9424031,2419768567,175220
Wawel,50.0544532,19.9396227,2992273250,175220
Św. Gertrudy,50.0584541,19.9408874,2419768586,175220
Plac Wszystkich Świętych,50.0591291,19.9382410,2419768565,175220
Filharmonia,50.0590323,19.9338703,2419768561,175220
Jubilat,50.0555563,19.9282001,2419720286,175220
Komorowskiego,50.0534121,19.9218144,2419720287,175220
Salwator,50.0528046,19.9136821,2419732952,175220
Salwator,50.0526245,19.9174019,4557118642,175220
