Nowy Bieżanów,50.0157031,20.0232538,287586332,3154986
Ćwiklińskiej,50.0159514,20.0200192,1951264400,3154986
Nowy Prokocim,50.0163114,20.0132092,1310458610,3154986
Teligi,50.0165006,20.0079316,1310458642,3154986
Prokocim Szpital,50.0145666,20.0001625,1310458632,3154986
Prokocim,50.0176811,19.9909193,1310458614,3154986
Wlotowa,50.0194846,19.9879318,622594608,3154986
Bieżanowska,50.0230990,19.9817019,622594618,3154986
Kabel,50.0266706,19.9771807,622594619,3154986
Dworzec Płaszów Estakada,50.0334663,19.9770683,3723474949,3154986
Lipska,50.0406845,19.9816557,1611745642,3154986
Gromadzka,50.0406577,19.9780937,1418995540,3154986
Kuklińskiego,50.0445723,19.9736009,1418995542,3154986
Klimeckiego,50.0490065,19.9676126,1418989432,3154986
Zabłocie,50.0499345,19.9642490,1418989418,3154986
Rondo Grzegórzeckie,50.0584493,19.9592292,2431530708,3154986
Rondo Mogilskie,50.0657653,19.9598677,1887812661,3154986
Cystersów,50.0665203,19.9705791,1768224650,3154986
TAURON Arena Kraków Wieczysta,50.0717726,19.9838195,1768224723,3154986
AWF,50.0739618,19.9987332,2163355802,3154986
Stella-Sawickiego,50.0742657,20.0046461,2163355809,3154986
Czyżyny,50.0739983,20.0113199,2163355804,3154986
Bieńczycka,50.0756920,20.0205717,2426068335,3154986
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0802606,20.0265409,213644494,3154986
DH Wanda,50.0845504,20.0204914,213643707,3154986
Rondo Hipokratesa,50.0900802,20.0214207,213645106,3154986
Dunikowskiego,50.0922647,20.0159279,840467680,3154986
Rondo Piastowskie,50.0943788,20.0112533,213645256,3154986
Os.Złotego Wieku,50.0937476,20.0043203,213648409,3154986
Miśnieńska,50.0945291,19.9998288,213648418,3154986
Mistrzejowice,50.0952810,19.9963968,2427246145,3154986
Muzeum Lotnictwa,50.0735101,19.9904418,4068126774,3154986
Rondo Czyżyńskie,50.0741876,20.0180287,3629965034,3154986
Białucha,50.0678160,19.9779202,639603957,3154986
