Bronowice Małe,50.0818084,19.8819253,2419986540,3171712
Balicka Wiadukt,50.0815243,19.8885959,2427984132,3171712
Wesele,50.0792305,19.8967624,2419959776,3171712
Bronowice,50.0777617,19.9006875,2428077846,3171712
Głowackiego,50.0758889,19.9058459,2419986542,3171712
Uniwersytet Pedagogiczny,50.0742583,19.9099941,2419986544,3171712
Biprostal,50.0730964,19.9150451,2419986539,3171712
Urzędnicza,50.0719637,19.9192502,2419986546,3171712
Plac Inwalidów,50.0695929,19.9258957,2419959767,3171712
Batorego,50.0670281,19.9288508,2427903882,3171712
Teatr Bagatela,50.0637373,19.9326155,2419959769,3171712
Stary Kleparz,50.0662339,19.9386241,2420069703,3171712
Dworzec Główny,50.0647915,19.9444219,1027047776,3171712
Lubicz,50.0650488,19.9511035,2420200261,3171712
Rondo Mogilskie,50.0657653,19.9598677,1887812661,3171712
Cystersów,50.0665203,19.9705791,1768224650,3171712
TAURON Arena Kraków Wieczysta,50.0717726,19.9838195,1768224723,3171712
AWF,50.0739618,19.9987332,2163355802,3171712
Stella-Sawickiego,50.0742657,20.0046461,2163355809,3171712
Czyżyny,50.0739983,20.0113199,2163355804,3171712
Bieńczycka,50.0756920,20.0205717,2426068335,3171712
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0802606,20.0265409,213644494,3171712
DH Wanda,50.0845504,20.0204914,213643707,3171712
Rondo Hipokratesa,50.0900802,20.0214207,213645106,3171712
Dunikowskiego,50.0922647,20.0159279,840467680,3171712
Kleeberga,50.0957637,20.0126917,840467685,3171712
Piasta Kołodzieja,50.0978326,20.0130120,213646585,3171712
Os. Piastów,50.1021105,20.0124519,2424134783,3171712
Muzeum Lotnictwa,50.0735101,19.9904418,4068126774,3171712
Rondo Czyżyńskie,50.0741876,20.0180287,3629965034,3171712
Białucha,50.0678160,19.9779202,639603957,3171712
