Os. Piastów,50.1019904,20.0120407,213646624,960169
Piasta Kołodzieja,50.0986111,20.0130660,2427215149,960169
Kleeberga,50.0957644,20.0126404,2427200899,960169
Dunikowskiego,50.0925510,20.0154578,1770978367,960169
Rondo Hipokratesa,50.0900896,20.0213666,1770978364,960169
DH Wanda,50.0845193,20.0204631,1770978365,960169
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0790506,20.0264899,213585881,960169
Bieńczycka,50.0760748,20.0211983,2426068336,960169
Czyżyny,50.0740361,20.0112874,2163355803,960169
Stella-Sawickiego,50.0743017,20.0046383,213585922,960169
AWF,50.0740353,19.9994566,213585931,960169
TAURON Arena Kraków Wieczysta,50.0710634,19.9828213,639603980,960169
Rondo Mogilskie,50.0657692,19.9596415,1995730500,960169
Lubicz,50.0651820,19.9522470,2420200262,960169
Dworzec Główny,50.0646175,19.9456263,2420200260,960169
Poczta Główna,50.0598135,19.9424230,2420216112,960169
Starowiślna,50.0569467,19.9449718,2419039772,960169
Stradom,50.0522511,19.9420570,2418610054,960169
Orzeszkowej,50.0506694,19.9389434,2422680047,960169
Centrum Kongresowe ICE,50.0485728,19.9309536,2422656435,960169
Kapelanka,50.0449878,19.9220102,2422272345,960169
Słomiana,50.0414239,19.9240926,2052183693,960169
Kobierzyńska,50.0344108,19.9259533,2052183689,960169
Lipińskiego,50.0307649,19.9249792,2421317351,960169
Norymberska,50.0298144,19.9122283,2421261471,960169
Ruczaj,50.0269345,19.9051892,2421242332,960169
Kampus UJ,50.0240483,19.9014789,2420979790,960169
Chmieleniec,50.0203808,19.8975129,2017952992,960169
Czerwone Maki P+R,50.0183937,19.8894451,2017955948,960169
Muzeum Lotnictwa,50.0735458,19.9904348,4068126775,960169
Rondo Czyżyńskie,50.0735726,20.0160868,3629965035,960169
Grota-Roweckiego,50.0318644,19.9202142,2846212108,960169
Cystersów,50.0665330,19.9690368,1768224656,960169
Szwedzka,50.0467329,19.9253466,957085219,960169
Białucha,50.0676305,19.9772962,1768224703,960169
