Czerwone Maki P+R,50.0179916,19.8890939,2017955951,3147141
Chmieleniec,50.0207618,19.8980390,2017952988,3147141
Kampus UJ,50.0247654,19.9020484,2420979795,3147141
Ruczaj,50.0272566,19.9060382,2421242341,3147141
Lipińskiego,50.0307287,19.9249910,2421317346,3147141
Kobierzyńska,50.0346305,19.9259736,2052183690,3147141
Słomiana,50.0408242,19.9245391,2052183691,3147141
Kapelanka,50.0450740,19.9220191,2052183688,3147141
Szwedzka,50.0467789,19.9255938,2418596863,3147141
Centrum Kongresowe ICE,50.0485659,19.9310383,630945148,3147141
Orzeszkowej,50.0505021,19.9379944,630945156,3147141
Stradom,50.0514795,19.9413350,2419768568,3147141
Wawel,50.0544532,19.9396227,2992273250,3147141
Św. Gertrudy,50.0584541,19.9408874,2419768586,3147141
Plac Wszystkich Świętych,50.0591291,19.9382410,2419768565,3147141
Filharmonia,50.0590323,19.9338703,2419768561,3147141
Teatr Bagatela,50.0630580,19.9325961,2419894822,3147141
Stary Kleparz,50.0662339,19.9386241,2420069703,3147141
Pędzichów,50.0696427,19.9375456,2423789754,3147141
Nowy Kleparz,50.0734866,19.9365818,2423804379,3147141
Dworzec Towarowy,50.0759848,19.9402961,2420286330,3147141
Szpital Narutowicza,50.0806887,19.9379098,1951264398,3147141
Bratysławska,50.0837251,19.9341620,257656078,3147141
Krowodrza Górka,50.0885411,19.9320246,2423851561,3147141
Grota-Roweckiego,50.0316083,19.9211317,2846212107,3147141
Norymberska,50.0301448,19.9131498,2418723932,3147141
