Dworzec Towarowy,50.0759415,19.9403138,2420286329,6080694
Dworzec Główny Tunel,50.0682040,19.9477353,1888516300,6080694
Politechnika,50.0707403,19.9448387,2424198631,6080694
Rondo Mogilskie,50.0649129,19.9592821,1887802513,6080694
Rondo Grzegórzeckie,50.0575518,19.9577358,2420246141,6080694
Hala Targowa,50.0586812,19.9488242,2424088456,6080694
Starowiślna,50.0572586,19.9460278,2423003234,6080694
Miodowa,50.0539340,19.9480787,2419106062,6080694
Św. Wawrzyńca,50.0511328,19.9510630,2419106073,6080694
Plac Bohaterów Getta,50.0466921,19.9550065,2419064240,6080694
Korona,50.0440512,19.9475031,2067123479,6080694
Smolki,50.0414281,19.9430846,2419790521,6080694
Rondo Matecznego,50.0369442,19.9407839,2419790520,6080694
Rzemieślnicza,50.0336366,19.9386995,629106157,6080694
Łagiewniki,50.0304829,19.9369696,2419790544,6080694
Sanktuarium Bożego Miłosierdzia,50.0222871,19.9326845,629106148,6080694
Solvay,50.0168118,19.9298976,629106146,6080694
Borek Fałęcki I,50.0146050,19.9277901,629106144,6080694
Borek Fałęcki,50.0131702,19.9265527,2431859270,6080694
Łagiewniki ZUS,50.0245772,19.9339225,3661984748,6080694
