Bronowice,50.0771246,19.9018191,2419959764,223310
Głowackiego,50.0758889,19.9058459,2419986542,223310
Uniwersytet Pedagogiczny,50.0742583,19.9099941,2419986544,223310
Biprostal,50.0730964,19.9150451,2419986539,223310
Urzędnicza,50.0719637,19.9192502,2419986546,223310
Plac Inwalidów,50.0695929,19.9258957,2419959767,223310
Batorego,50.0670281,19.9288508,2427903882,223310
Teatr Bagatela,50.0637373,19.9326155,2419959769,223310
Stary Kleparz,50.0662339,19.9386241,2420069703,223310
Dworzec Główny,50.0647915,19.9444219,1027047776,223310
Lubicz,50.0650488,19.9511035,2420200261,223310
Rondo Mogilskie,50.0649129,19.9592821,1887802513,223310
Rondo Grzegórzeckie,50.0578951,19.9602845,2424076384,223310
Teatr Variété,50.0588582,19.9625285,2426058893,223310
Francesco Nullo,50.0600009,19.9667934,2426058892,223310
Ofiar Dąbia,50.0595975,19.9762903,2426058898,223310
Dąbie,50.0607241,19.9791852,2426058890,223310
Plaza,50.0630267,19.9839955,2426058894,223310
M1 Al. Pokoju,50.0656706,19.9974971,2426058897,223310
Rondo 308. Dywizjonu,50.0673624,20.0053794,1811875207,223310
Centralna,50.0692000,20.0121912,2426068337,223310
Bieńczycka,50.0756920,20.0205717,2426068335,223310
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0802606,20.0265409,213644494,223310
DH Wanda,50.0845504,20.0204914,213643707,223310
Rondo Hipokratesa,50.0900802,20.0214207,213645106,223310
Dunikowskiego,50.0922647,20.0159279,840467680,223310
Rondo Piastowskie,50.0943788,20.0112533,213645256,223310
Os.Złotego Wieku,50.0937476,20.0043203,213648409,223310
Miśnieńska,50.0945291,19.9998288,213648418,223310
Mistrzejowice,50.0952810,19.9963968,2427246145,223310
TAURON Arena Kraków Al. Pokoju n/ż,50.0641881,19.9889774,3623688656,223310
Rondo Czyżyńskie,50.0741876,20.0180287,3629965034,223310
Fabryczna,50.0604439,19.9701588,1764579350,223310
