Łagiewniki,50.0298428,19.9355476,629106153,6085560
Brożka NŻ,50.0305226,19.9317160,1882247981,6085560
Borsucza,50.0305452,19.9290919,2421481611,6085560
Kobierzyńska,50.0346305,19.9259736,2052183690,6085560
Słomiana,50.0408242,19.9245391,2052183691,6085560
Kapelanka,50.0450740,19.9220191,2052183688,6085560
Szwedzka,50.0467789,19.9255938,2418596863,6085560
Centrum Kongresowe ICE,50.0485659,19.9310383,630945148,6085560
Orzeszkowej,50.0505021,19.9379944,630945156,6085560
Stradom,50.0514795,19.9413350,2419768568,6085560
Starowiślna,50.0573087,19.9461290,2420263459,6085560
Hala Targowa,50.0586520,19.9488829,2424088455,6085560
Rondo Grzegórzeckie,50.0578951,19.9602845,2424076384,6085560
Teatr Variété,50.0588582,19.9625285,2426058893,6085560
Francesco Nullo,50.0600009,19.9667934,2426058892,6085560
Fabryczna,50.0604439,19.9701588,1764579350,6085560
Ofiar Dąbia,50.0595975,19.9762903,2426058898,6085560
Dąbie,50.0607241,19.9791852,2426058890,6085560
Plaza,50.0630267,19.9839955,2426058894,6085560
TAURON Arena Kraków Al. Pokoju n/ż,50.0641881,19.9889774,3623688656,6085560
M1 Al. Pokoju,50.0656706,19.9974971,2426058897,6085560
Rondo 308. Dywizjonu,50.0673624,20.0053794,1811875207,6085560
Centralna,50.0692000,20.0121912,2426068337,6085560
Rondo Czyżyńskie,50.0732981,20.0188579,3629965036,6085560
Os. Kolorowe,50.0721988,20.0298155,2163355807,6085560
Plac Centralny im. R. Reagana,50.0713062,20.0383798,2428234771,6085560
Os. Na Skarpie,50.0698405,20.0453085,2386355259,6085560
Klasztorna,50.0686049,20.0521338,2428299807,6085560
Suche Stawy,50.0674714,20.0590681,2428299802,6085560
Bardosa NŻ,50.0678055,20.0655354,2194801607,6085560
Kopiec Wandy,50.0681689,20.0692244,1763772088,6085560
