Mistrzejowice,50.0950303,19.9963344,213648443,172971
Miśnieńska,50.0944573,19.9999662,2427246149,172971
Os.Złotego Wieku,50.0936808,20.0044336,1696191638,172971
Rondo Piastowskie,50.0943491,20.0112770,1301798253,172971
Dunikowskiego,50.0925510,20.0154578,1770978367,172971
Rondo Hipokratesa,50.0900896,20.0213666,1770978364,172971
DH Wanda,50.0845193,20.0204631,1770978365,172971
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0790506,20.0264899,213585881,172971
Bieńczycka,50.0760748,20.0211983,2426068336,172971
Czyżyny,50.0740361,20.0112874,2163355803,172971
Stella-Sawickiego,50.0743017,20.0046383,213585922,172971
AWF,50.0740353,19.9994566,213585931,172971
TAURON Arena Kraków Wieczysta,50.0710634,19.9828213,639603980,172971
Rondo Mogilskie,50.0649129,19.9592821,1887802513,172971
Rondo Grzegórzeckie,50.0569182,19.9589469,2424076383,172971
Zabłocie,50.0496962,19.9651699,2431520663,172971
Klimeckiego,50.0489814,19.9675718,2431520653,172971
Kuklińskiego,50.0445695,19.9735435,1418995562,172971
Gromadzka,50.0406188,19.9781288,2255627362,172971
Lipska,50.0398131,19.9829640,3723474951,172971
Dworzec Płaszów Estakada,50.0335001,19.9770279,3723474950,172971
Kabel,50.0272989,19.9764746,1890503305,172971
Bieżanowska,50.0230600,19.9816801,1890503289,172971
Wlotowa,50.0194336,19.9879379,1890503287,172971
Prokocim,50.0175261,19.9911047,622594610,172971
Prokocim Szpital,50.0144573,19.9988146,623520640,172971
Teligi,50.0166448,20.0068419,623520694,172971
Nowy Prokocim,50.0161183,20.0120318,623520704,172971
Ćwiklińskiej,50.0160852,20.0191073,623562103,172971
Nowy Bieżanów,50.0154125,20.0225810,287442350,172971
Cystersów,50.0665330,19.9690368,1768224656,172971
Muzeum Lotnictwa,50.0735458,19.9904348,4068126775,172971
Rondo Czyżyńskie,50.0735726,20.0160868,3629965035,172971
Białucha,50.0676305,19.9772962,1768224703,172971
