Wzgórza Krzesławickie,50.0949232,20.0652148,213578451,176851
Jarzębiny,50.0916212,20.0602506,1770978369,176851
Darwina,50.0908137,20.0590919,1770978366,176851
Wiadukty,50.0883571,20.0567365,2387955394,176851
Wańkowicza,50.0869688,20.0474844,777395555,176851
Cienista,50.0853912,20.0385224,213585855,176851
Teatr Ludowy,50.0824060,20.0329435,213585864,176851
Rondo Kocmyrzowskie im. Ks. Gorzelanego,50.0790506,20.0264899,213585881,176851
Bieńczycka,50.0760748,20.0211983,2426068336,176851
Centralna,50.0694113,20.0127524,638606093,176851
M1 Al. Pokoju,50.0655023,19.9963239,2426058896,176851
Plaza,50.0630382,19.9839405,213597117,176851
Dąbie,50.0607308,19.9791276,638606061,176851
Ofiar Dąbia,50.0596288,19.9762713,213593804,176851
Fabryczna,50.0602495,19.9712619,638606056,176851
Francesco Nullo,50.0601765,19.9673814,213593828,176851
Teatr Variété,50.0588268,19.9623745,213592007,176851
Rondo Grzegórzeckie,50.0575518,19.9577358,2420246141,176851
Hala Targowa,50.0586812,19.9488242,2424088456,176851
Starowiślna,50.0572586,19.9460278,2423003234,176851
Poczta Główna,50.0592284,19.9425326,2424015724,176851
Filharmonia,50.0590323,19.9338703,2419768561,176851
Jubilat,50.0555563,19.9282001,2419720286,176851
Komorowskiego,50.0534121,19.9218144,2419720287,176851
Salwator,50.0528046,19.9136821,2419732952,176851
TAURON Arena Kraków Al. Pokoju n/ż,50.0644160,19.9900770,3623688655,176851
Rondo Czyżyńskie,50.0727944,20.0170870,3629965037,176851
Salwator,50.0526245,19.9174019,4557118642,176851
Plac Wszystkich Świętych,50.0591291,19.9382410,2419768565,176851
Rondo 308. Dywizjonu,50.0673980,20.0053735,213597071,176851
