Mały Płaszów,50.0400638,20.0014978,1889519517,1155838
Rzebika,50.0405530,19.9909354,1611745646,1155838
Lipska,50.0406845,19.9816557,1611745642,1155838
Gromadzka,50.0406577,19.9780937,1418995540,1155838
Kuklińskiego,50.0445723,19.9736009,1418995542,1155838
Klimeckiego,50.0490065,19.9676126,1418989432,1155838
Zabłocie,50.0499345,19.9642490,1418989418,1155838
Rondo Grzegórzeckie,50.0584493,19.9592292,2431530708,1155838
Rondo Mogilskie,50.0649719,19.9593504,1887802514,1155838
Lubicz,50.0651820,19.9522470,2420200262,1155838
Dworzec Główny,50.0646175,19.9456263,2420200260,1155838
Poczta Główna,50.0598135,19.9424230,2420216112,1155838
Plac Wszystkich Świętych,50.0591291,19.9382410,2419768565,1155838
Filharmonia,50.0590323,19.9338703,2419768561,1155838
Uniwersytet Jagielloński,50.0602646,19.9306733,2419821166,1155838
Cracovia,50.0595317,19.9256504,2419821165,1155838
Oleandry,50.0597894,19.9211973,1316407565,1155838
Park Jordana NŻ,50.0602650,19.9181207,2028510896,1155838
Reymana NŻ,50.0613357,19.9112100,2419831875,1155838
Cichy Kącik,50.0629860,19.9033929,2423298435,1155838
